comment,cleaned_comment,tokenized_comment,stopwords_comment,stemmed_comment,cleaned_stemmed,sentiment_prediction
"78:22 If struick a little bit calm and the pass is on point , it will be wide open",if struick little bit calm and the pass is on point it will be wide open,"['if', 'struick', 'little', 'bit', 'calm', 'and', 'the', 'pass', 'is', 'on', 'point', 'it', 'will', 'be', 'wide', 'open']","['struick', 'little', 'bit', 'calm', 'pass', 'point', 'wide', 'open']","['struick', 'little', 'bit', 'calm', 'pass', 'point', 'wide', 'open']",struick little bit calm pass point wide open,positive
Menyala Garuda Indonesia....👍,menyala garuda indonesia,"['menyala', 'garuda', 'indonesia']","['menyala', 'garuda', 'indonesia']","['nyala', 'garuda', 'indonesia']",nyala garuda indonesia,positive
putran kedua yang memuaskan semangat tim garuda,putran kedua yang memuaskan semangat tim garuda,"['putran', 'kedua', 'yang', 'memuaskan', 'semangat', 'tim', 'garuda']","['putran', 'memuaskan', 'semangat', 'tim', 'garuda']","['putran', 'muas', 'semangat', 'tim', 'garuda']",putran muas semangat tim garuda,positive
"Penyelamatan Martin paes kok gak ada, bentur mistar",penyelamatan martin paes kok tidak ada bentur mistar,"['penyelamatan', 'martin', 'paes', 'kok', 'tidak', 'ada', 'bentur', 'mistar']","['penyelamatan', 'martin', 'paes', 'bentur', 'mistar']","['selamat', 'martin', 'paes', 'bentur', 'mistar']",selamat martin paes bentur mistar,positive
Indonesia hebat .. bangga banget ..,indonesia hebat bangga banget,"['indonesia', 'hebat', 'bangga', 'banget']","['indonesia', 'hebat', 'bangga', 'banget']","['indonesia', 'hebat', 'bangga', 'banget']",indonesia hebat bangga banget,positive
Struick??,struick,['struick'],['struick'],['struick'],struick,positive
Pada kemana mana mereka yang suka ngeritik.?,pada kemana mana mereka yang suka ngeritik,"['pada', 'kemana', 'mana', 'mereka', 'yang', 'suka', 'ngeritik']","['kemana', 'suka', 'ngeritik']","['mana', 'suka', 'ngeritik']",mana suka ngeritik,positive
Paan sih gol pertama marcheng koq di cek VAR,paan sih gol pertama marcheng kok di cek var,"['paan', 'sih', 'gol', 'pertama', 'marcheng', 'kok', 'di', 'cek', 'var']","['paan', 'sih', 'gol', 'marcheng', 'cek', 'var']","['paan', 'sih', 'gol', 'marcheng', 'cek', 'var']",paan sih gol marcheng cek var,positive
Save waktu lawan China. HARGA DIRI!!!,save waktu lawan china harga diri,"['save', 'waktu', 'lawan', 'china', 'harga', 'diri']","['save', 'lawan', 'china', 'harga']","['save', 'lawan', 'china', 'harga']",save lawan china harga,positive
"44 tahun nonton bola. Penampilan terbaik garuda enjoy menikmati sekali nontonnya. Many Thanks Pak Eric dan Coach STY menciptakan gameplay terorganisir level dunia. Dan salut sama perjuangan pemain. Luar biasa luar biasa. 
Indonesia bisa masuk piala dunia",tahun nonton bola penampilan terbaik garuda enjoy menikmati sekali nontonnya many thanks pak eric dan coach sty menciptakan gameplay terorganisir level dunia dan salut sama perjuangan pemain luar biasa luar biasa indonesia bisa masuk piala dunia,"['tahun', 'nonton', 'bola', 'penampilan', 'terbaik', 'garuda', 'enjoy', 'menikmati', 'sekali', 'nontonnya', 'many', 'thanks', 'pak', 'eric', 'dan', 'coach', 'sty', 'menciptakan', 'gameplay', 'terorganisir', 'level', 'dunia', 'dan', 'salut', 'sama', 'perjuangan', 'pemain', 'luar', 'biasa', 'luar', 'biasa', 'indonesia', 'bisa', 'masuk', 'piala', 'dunia']","['nonton', 'bola', 'penampilan', 'terbaik', 'garuda', 'enjoy', 'menikmati', 'nontonnya', 'many', 'thanks', 'eric', 'coach', 'sty', 'menciptakan', 'gameplay', 'terorganisir', 'level', 'dunia', 'salut', 'perjuangan', 'pemain', 'indonesia', 'masuk', 'piala', 'dunia']","['nonton', 'bola', 'tampil', 'baik', 'garuda', 'enjoy', 'nikmat', 'nontonnya', 'many', 'thanks', 'eric', 'coach', 'sty', 'cipta', 'gameplay', 'organisir', 'level', 'dunia', 'salut', 'juang', 'main', 'indonesia', 'masuk', 'piala', 'dunia']",nonton bola tampil baik garuda enjoy nikmat nontonnya many thanks eric coach sty cipta gameplay organisir level dunia salut juang main indonesia masuk piala dunia,positive
Klo Rafael struik berhasil memberi umpan ke Ragnar mungkin sudah 3 -1,kalau rafael struik berhasil memberi umpan ke ragnar mungkin sudah,"['kalau', 'rafael', 'struik', 'berhasil', 'memberi', 'umpan', 'ke', 'ragnar', 'mungkin', 'sudah']","['rafael', 'struik', 'berhasil', 'umpan', 'ragnar']","['rafael', 'struik', 'hasil', 'umpan', 'ragnar']",rafael struik hasil umpan ragnar,positive
Ttp solid dan terus berjuang timnasku... Kami tunggu kalian di Piala dunia. Semoga bisa terwujud ya Allah. Aamiin.,ttp solid dan terus berjuang timnasku kami tunggu kalian di piala dunia semoga bisa terwujud iya allah aamiin,"['ttp', 'solid', 'dan', 'terus', 'berjuang', 'timnasku', 'kami', 'tunggu', 'kalian', 'di', 'piala', 'dunia', 'semoga', 'bisa', 'terwujud', 'iya', 'allah', 'aamiin']","['ttp', 'solid', 'berjuang', 'timnasku', 'tunggu', 'piala', 'dunia', 'semoga', 'terwujud', 'iya', 'allah', 'aamiin']","['ttp', 'solid', 'juang', 'timnasku', 'tunggu', 'piala', 'dunia', 'moga', 'wujud', 'iya', 'allah', 'aamiin']",ttp solid juang timnasku tunggu piala dunia moga wujud iya allah aamiin,positive
"Alhamdulillah naik ke posisi 3, walaupun sempat ada drama-drama di masa injury time dengan keluarnya hubner  kena kartu merah tinggal 10 pemain tapi berhasil 2-0, tahniah timnas semoga ketemu Australia bulan maret nanti bisa nambah point lagi! Aamiin!!",alhamdulillah naik ke posisi walaupun sempat ada drama drama di masa injury time dengan keluarnya hubner kena kartu merah tinggal pemain tapi berhasil tahniah timnas semoga ketemu australia bulan maret nanti bisa nambah point lagi aamiin,"['alhamdulillah', 'naik', 'ke', 'posisi', 'walaupun', 'sempat', 'ada', 'drama', 'drama', 'di', 'masa', 'injury', 'time', 'dengan', 'keluarnya', 'hubner', 'kena', 'kartu', 'merah', 'tinggal', 'pemain', 'tapi', 'berhasil', 'tahniah', 'timnas', 'semoga', 'ketemu', 'australia', 'bulan', 'maret', 'nanti', 'bisa', 'nambah', 'point', 'lagi', 'aamiin']","['alhamdulillah', 'posisi', 'drama', 'drama', 'injury', 'time', 'keluarnya', 'hubner', 'kena', 'kartu', 'merah', 'tinggal', 'pemain', 'berhasil', 'tahniah', 'timnas', 'semoga', 'ketemu', 'australia', 'maret', 'nambah', 'point', 'aamiin']","['alhamdulillah', 'posisi', 'drama', 'drama', 'injury', 'time', 'keluar', 'hubner', 'kena', 'kartu', 'merah', 'tinggal', 'main', 'hasil', 'tahniah', 'timnas', 'moga', 'ketemu', 'australia', 'maret', 'nambah', 'point', 'aamiin']",alhamdulillah posisi drama drama injury time keluar hubner kena kartu merah tinggal main hasil tahniah timnas moga ketemu australia maret nambah point aamiin,positive
indonesia main nya bagusss,indonesia main nya baguss,"['indonesia', 'main', 'nya', 'baguss']","['indonesia', 'main', 'baguss']","['indonesia', 'main', 'baguss']",indonesia main baguss,positive
"cetak goal di atas kelas rata"" M.ferdinan 💪👍",cetak goal di atas kelas rata ferdinan,"['cetak', 'goal', 'di', 'atas', 'kelas', 'rata', 'ferdinan']","['cetak', 'goal', 'kelas', 'ferdinan']","['cetak', 'goal', 'kelas', 'ferdinan']",cetak goal kelas ferdinan,positive
Rizki ridho mainnya bagus banget. Gak ada yg bisa lewat pemain saudi berhadapan sama ridho.,rizki ridho mainnya bagus banget tidak ada yang bisa lewat pemain saudi berhadapan sama ridho,"['rizki', 'ridho', 'mainnya', 'bagus', 'banget', 'tidak', 'ada', 'yang', 'bisa', 'lewat', 'pemain', 'saudi', 'berhadapan', 'sama', 'ridho']","['rizki', 'ridho', 'mainnya', 'bagus', 'banget', 'pemain', 'saudi', 'berhadapan', 'ridho']","['rizki', 'ridho', 'main', 'bagus', 'banget', 'main', 'saudi', 'hadap', 'ridho']",rizki ridho main bagus banget main saudi hadap ridho,positive
Luar biasa semangat pemain timnas indonesia di pertandingan ini...,luar biasa semangat pemain timnas indonesia di pertandingan ini,"['luar', 'biasa', 'semangat', 'pemain', 'timnas', 'indonesia', 'di', 'pertandingan', 'ini']","['semangat', 'pemain', 'timnas', 'indonesia', 'pertandingan']","['semangat', 'main', 'timnas', 'indonesia', 'tanding']",semangat main timnas indonesia tanding,positive
kemenangan bersejarah Indonesia.. bisa menang lawan tim kuat asia..,kemenangan bersejarah indonesia bisa menang lawan tim kuat asia,"['kemenangan', 'bersejarah', 'indonesia', 'bisa', 'menang', 'lawan', 'tim', 'kuat', 'asia']","['kemenangan', 'bersejarah', 'indonesia', 'menang', 'lawan', 'tim', 'kuat', 'asia']","['menang', 'sejarah', 'indonesia', 'menang', 'lawan', 'tim', 'kuat', 'asia']",menang sejarah indonesia menang lawan tim kuat asia,positive
Menyala marselino,menyala marselino,"['menyala', 'marselino']","['menyala', 'marselino']","['nyala', 'marselino']",nyala marselino,positive
selamat Timnas tahan imbang arab... Tetap disiplin dan membangun keJelian tim serta fisik ya bagus ini tolong Trim rcti,selamat timnas tahan imbang arab tetap disiplin dan membangun kejelian tim serta fisik iya bagus ini tolong trim rcti,"['selamat', 'timnas', 'tahan', 'imbang', 'arab', 'tetap', 'disiplin', 'dan', 'membangun', 'kejelian', 'tim', 'serta', 'fisik', 'iya', 'bagus', 'ini', 'tolong', 'trim', 'rcti']","['selamat', 'timnas', 'tahan', 'imbang', 'arab', 'disiplin', 'membangun', 'kejelian', 'tim', 'fisik', 'iya', 'bagus', 'tolong', 'trim', 'rcti']","['selamat', 'timnas', 'tahan', 'imbang', 'arab', 'disiplin', 'bangun', 'jeli', 'tim', 'fisik', 'iya', 'bagus', 'tolong', 'trim', 'rcti']",selamat timnas tahan imbang arab disiplin bangun jeli tim fisik iya bagus tolong trim rcti,positive
9:18 permainan verdonk sangat kelas🔥🔥🔥,permainan verdonk sangat kelas,"['permainan', 'verdonk', 'sangat', 'kelas']","['permainan', 'verdonk', 'kelas']","['main', 'verdonk', 'kelas']",main verdonk kelas,positive
mantap...ini mah belanda kw 1😅😅😅,mantap ini mah belanda kw,"['mantap', 'ini', 'mah', 'belanda', 'kw']","['mantap', 'mah', 'belanda', 'kw']","['mantap', 'mah', 'belanda', 'kw']",mantap mah belanda kw,positive
"Khotib: Hadirin sidang Jumat yg berbahagia

Jamaahnya: 😀😀🔥🔥🇮🇩🇮🇩",khotib hadirin sidang jumat yang berbahagia jamaahnya,"['khotib', 'hadirin', 'sidang', 'jumat', 'yang', 'berbahagia', 'jamaahnya']","['khotib', 'hadirin', 'sidang', 'jumat', 'berbahagia', 'jamaahnya']","['khotib', 'hadirin', 'sidang', 'jumat', 'bahagia', 'jamaah']",khotib hadirin sidang jumat bahagia jamaah,positive
"Ini posisi paling ideal yg bagus saat ragnar baru gabung.
Ragnar emang hrsnya di sayap bkn striker,pantes di striker dia kya org bingung, marcel emang bagus di striker ,duel lawan kiper lebih bagus dia drpd ragnar,finishingnya bagus.
Ini posisi pas lawan irak,yordania,dan arab saat ini.
Mudah""an sty g rotasi pemain lg yg bkin permainan jd kaco parah, apalagi nanti ada ole, kira"" apa ragnar atau rafael yg tersingkir, atau justru merubah formasi.
Mungkin 442 jg bagus krna bek jg bnyk.",ini posisi paling ideal yang bagus saat ragnar baru gabung ragnar emang hrsnya di sayap bukan striker pantes di striker dia kya orang bingung marcel emang bagus di striker duel lawan kiper lebih bagus dia drpd ragnar finishingnya bagus ini posisi pas lawan irak yordania dan arab saat ini mudah an sty tidak rotasi pemain lagi yang bkin permainan jadi kaco parah apalagi nanti ada ole kira apa ragnar atau rafael yang tersingkir atau justru merubah formasi mungkin juga bagus karena bek juga banyak,"['ini', 'posisi', 'paling', 'ideal', 'yang', 'bagus', 'saat', 'ragnar', 'baru', 'gabung', 'ragnar', 'emang', 'hrsnya', 'di', 'sayap', 'bukan', 'striker', 'pantes', 'di', 'striker', 'dia', 'kya', 'orang', 'bingung', 'marcel', 'emang', 'bagus', 'di', 'striker', 'duel', 'lawan', 'kiper', 'lebih', 'bagus', 'dia', 'drpd', 'ragnar', 'finishingnya', 'bagus', 'ini', 'posisi', 'pas', 'lawan', 'irak', 'yordania', 'dan', 'arab', 'saat', 'ini', 'mudah', 'an', 'sty', 'tidak', 'rotasi', 'pemain', 'lagi', 'yang', 'bkin', 'permainan', 'jadi', 'kaco', 'parah', 'apalagi', 'nanti', 'ada', 'ole', 'kira', 'apa', 'ragnar', 'atau', 'rafael', 'yang', 'tersingkir', 'atau', 'justru', 'merubah', 'formasi', 'mungkin', 'juga', 'bagus', 'karena', 'bek', 'juga', 'banyak']","['posisi', 'ideal', 'bagus', 'ragnar', 'gabung', 'ragnar', 'emang', 'hrsnya', 'sayap', 'striker', 'pantes', 'striker', 'kya', 'orang', 'bingung', 'marcel', 'emang', 'bagus', 'striker', 'duel', 'lawan', 'kiper', 'bagus', 'drpd', 'ragnar', 'finishingnya', 'bagus', 'posisi', 'pas', 'lawan', 'irak', 'yordania', 'arab', 'mudah', 'sty', 'rotasi', 'pemain', 'bkin', 'permainan', 'kaco', 'parah', 'ole', 'ragnar', 'rafael', 'tersingkir', 'merubah', 'formasi', 'bagus', 'bek']","['posisi', 'ideal', 'bagus', 'ragnar', 'gabung', 'ragnar', 'emang', 'hrsnya', 'sayap', 'striker', 'pantes', 'striker', 'kya', 'orang', 'bingung', 'marcel', 'emang', 'bagus', 'striker', 'duel', 'lawan', 'kiper', 'bagus', 'drpd', 'ragnar', 'finishingnya', 'bagus', 'posisi', 'pas', 'lawan', 'irak', 'yordania', 'arab', 'mudah', 'sty', 'rotasi', 'main', 'bkin', 'main', 'kaco', 'parah', 'ole', 'ragnar', 'rafael', 'singkir', 'rubah', 'formasi', 'bagus', 'bek']",posisi ideal bagus ragnar gabung ragnar emang hrsnya sayap striker pantes striker kya orang bingung marcel emang bagus striker duel lawan kiper bagus drpd ragnar finishingnya bagus posisi pas lawan irak yordania arab mudah sty rotasi main bkin main kaco parah ole ragnar rafael singkir rubah formasi bagus bek,positive
Jadilah laki laki seperti martean paes bertanggung jawab dengan benar,jadilah laki laki seperti martean paes bertanggung jawab dengan benar,"['jadilah', 'laki', 'laki', 'seperti', 'martean', 'paes', 'bertanggung', 'jawab', 'dengan', 'benar']","['laki', 'laki', 'martean', 'paes', 'bertanggung']","['laki', 'laki', 'martean', 'paes', 'tanggung']",laki laki martean paes tanggung,positive
"Klasemen ketat, Peluangnya sama",klasemen ketat peluangnya sama,"['klasemen', 'ketat', 'peluangnya', 'sama']","['klasemen', 'ketat', 'peluangnya']","['klasemen', 'ketat', 'peluang']",klasemen ketat peluang,positive
Bahagianyaaah,bahagianyaah,['bahagianyaah'],['bahagianyaah'],['bahagianyaah'],bahagianyaah,positive
ALHAMDULILLAH IKUT BAHAGIA KITA.,alhamdulillah ikut bahagia kita,"['alhamdulillah', 'ikut', 'bahagia', 'kita']","['alhamdulillah', 'bahagia']","['alhamdulillah', 'bahagia']",alhamdulillah bahagia,positive
Alhamdullilqh akhirnya menang indo aku pun menang taruhan 😂😂😂,alhamdullilqh akhirnya menang indo aku pun menang taruhan,"['alhamdullilqh', 'akhirnya', 'menang', 'indo', 'aku', 'pun', 'menang', 'taruhan']","['alhamdullilqh', 'menang', 'indo', 'menang', 'taruhan']","['alhamdullilqh', 'menang', 'indo', 'menang', 'taruh']",alhamdullilqh menang indo menang taruh,positive
"1 kata untuk STY, harus out ....",kata untuk sty harus out,"['kata', 'untuk', 'sty', 'harus', 'out']",['sty'],['sty'],sty,positive
Saluttt sayang Indonesiaa❤,salutt sayang indonesiaa,"['salutt', 'sayang', 'indonesiaa']","['salutt', 'sayang', 'indonesiaa']","['salutt', 'sayang', 'indonesiaa']",salutt sayang indonesiaa,positive
"Mak, 5 jt view dlm 10jam",mak jt view dalam jam,"['mak', 'jt', 'view', 'dalam', 'jam']","['mak', 'jt', 'view', 'jam']","['mak', 'jt', 'view', 'jam']",mak jt view jam,positive
Rafael struick knp dah? Peluang emas di menit akhir,rafael struick kenapa sudah peluang emas di menit akhir,"['rafael', 'struick', 'kenapa', 'sudah', 'peluang', 'emas', 'di', 'menit', 'akhir']","['rafael', 'struick', 'peluang', 'emas', 'menit']","['rafael', 'struick', 'peluang', 'emas', 'menit']",rafael struick peluang emas menit,positive
Terlalu lebay komentatornnya,terlalu lebay komentatornnya,"['terlalu', 'lebay', 'komentatornnya']","['lebay', 'komentatornnya']","['lebay', 'komentatornnya']",lebay komentatornnya,positive
"Alhamdulillah wa Barakallah.
Semog bisa peringkat 2, 3 atau 4 hingga tahap akhir.",alhamdulillah wa barakallah semog bisa peringkat atau hingga tahap akhir,"['alhamdulillah', 'wa', 'barakallah', 'semog', 'bisa', 'peringkat', 'atau', 'hingga', 'tahap', 'akhir']","['alhamdulillah', 'wa', 'barakallah', 'semog', 'peringkat', 'tahap']","['alhamdulillah', 'wa', 'barakallah', 'semog', 'peringkat', 'tahap']",alhamdulillah wa barakallah semog peringkat tahap,positive
Alhmduliahh ya Allah timnas menang mantaappp menyalakan timnaskuuuu garudaaa🎉🎉🎉❤❤,alhmduliahh iya allah timnas menang mantaapp menyalakan timnaskuu garudaa,"['alhmduliahh', 'iya', 'allah', 'timnas', 'menang', 'mantaapp', 'menyalakan', 'timnaskuu', 'garudaa']","['alhmduliahh', 'iya', 'allah', 'timnas', 'menang', 'mantaapp', 'menyalakan', 'timnaskuu', 'garudaa']","['alhmduliahh', 'iya', 'allah', 'timnas', 'menang', 'mantaapp', 'nyala', 'timnaskuu', 'garudaa']",alhmduliahh iya allah timnas menang mantaapp nyala timnaskuu garudaa,positive
"Kalian luar biasa timnas ,sy sangat bangga sekali",kalian luar biasa timnas saya sangat bangga sekali,"['kalian', 'luar', 'biasa', 'timnas', 'saya', 'sangat', 'bangga', 'sekali']","['timnas', 'bangga']","['timnas', 'bangga']",timnas bangga,positive
sip,sip,['sip'],['sip'],['sip'],sip,positive
Mantap.. STY... Mana nih komenan towel 😊,mantap sty mana nih komenan towel,"['mantap', 'sty', 'mana', 'nih', 'komenan', 'towel']","['mantap', 'sty', 'nih', 'komenan', 'towel']","['mantap', 'sty', 'nih', 'komenan', 'towel']",mantap sty nih komenan towel,positive
Timnas Indonesia hebat betuuullll sekarang,timnas indonesia hebat betuull sekarang,"['timnas', 'indonesia', 'hebat', 'betuull', 'sekarang']","['timnas', 'indonesia', 'hebat', 'betuull']","['timnas', 'indonesia', 'hebat', 'betuull']",timnas indonesia hebat betuull,positive
Marcelino pemain lokal  Joss,marcelino pemain lokal joss,"['marcelino', 'pemain', 'lokal', 'joss']","['marcelino', 'pemain', 'lokal', 'joss']","['marcelino', 'main', 'lokal', 'joss']",marcelino main lokal joss,positive
"mantap RCTI highlight nya lengkap, gak kaya ikan terbang highlight cuma 2 menit kaya males ngedit 😂",mantap rcti highlight nya lengkap tidak kaya ikan terbang highlight cuma menit kaya males ngedit,"['mantap', 'rcti', 'highlight', 'nya', 'lengkap', 'tidak', 'kaya', 'ikan', 'terbang', 'highlight', 'cuma', 'menit', 'kaya', 'males', 'ngedit']","['mantap', 'rcti', 'highlight', 'lengkap', 'kaya', 'ikan', 'terbang', 'highlight', 'menit', 'kaya', 'males', 'ngedit']","['mantap', 'rcti', 'highlight', 'lengkap', 'kaya', 'ikan', 'terbang', 'highlight', 'menit', 'kaya', 'males', 'ngedit']",mantap rcti highlight lengkap kaya ikan terbang highlight menit kaya males ngedit,positive
"Makin ke sini, ahhh kalian keren bangets.. Skill dan tenaganya luar biasa. Next Asutralia bisa kalian kalahkan. Proud of u Timnas Garuda",makin ke sini ahh kalian keren bangets skill dan tenaganya luar biasa next asutralia bisa kalian kalahkan proud of timnas garuda,"['makin', 'ke', 'sini', 'ahh', 'kalian', 'keren', 'bangets', 'skill', 'dan', 'tenaganya', 'luar', 'biasa', 'next', 'asutralia', 'bisa', 'kalian', 'kalahkan', 'proud', 'of', 'timnas', 'garuda']","['ahh', 'keren', 'bangets', 'skill', 'tenaganya', 'next', 'asutralia', 'kalahkan', 'proud', 'timnas', 'garuda']","['ahh', 'keren', 'bangets', 'skill', 'tenaga', 'next', 'asutralia', 'kalah', 'proud', 'timnas', 'garuda']",ahh keren bangets skill tenaga next asutralia kalah proud timnas garuda,positive
