cleaned_stemmed,sentiment_prediction
guntingane sopo thuram,negative
laga home iya teman teman,positive
jawab,positive
mantapp rcti oke,positive
mantap full higliht,positive
sombong arab salem al dawsari main greget kayak timnas haye,negative
iku onok,negative
alhamdulillah gol cetak wonder kid selamat tempuh jalan bintang dunia sobat uh ku,positive
untung menit,positive
nak turu wes pirang dino nulihi lampu,negative
cek var saudi,positive
keren rcti,positive
ruf,negative
main bagus,positive
syukur justin hubner dapet redcard indonesia colong,positive
tuhan yesus juru selamat sukses moga indonesia lolos kualifikasi piala dunia,positive
rujit komentatorna teu pantes,negative
stupid outfit colour saudi arabia grass already green going green well without adding contrast colour least put orange partly shirt match shoes,negative
struik benar gg layak masuk timnas mental iya gg main,negative
mane rilek,negative
main timnas main naturilisi,positive
jiwa nasional gx ragu smangat mreka rap api,positive
senenh lihat umpan sandy verdonk lgsg tembak sayangnyaa kaga goal,positive
tv belah highlight menit,positive
main arab saudi indo unggul banget drama eh unggul maennya mode serius kasar alhamdulillah king indo menang moga next match indo menang lawan bahrain china,positive
merinding pas gol mnang moga lawan australia draw china bahrain win posisi buka lebar grup yok pildun,positive
nonton ulang fullnyal mana yak kak,negative
mana nyinyir kemarin ayo koment,negative
eliano mainin moga maret main mees,positive
solusi om justin dengar sty marcelino cetak gol,positive
mantap kingg,positive
al bulayhi ngos,positive
kayak tetep tuh tambah cuan yah gimana,negative
verdong bagus tanding,positive
tetep mvp orang indo asli,negative
knpa main sngt sulit gol main tumpul harap coach bsa temu ganti nhe struick saing padan biar brwarna,negative
team si towel asuu manaa suaraanya,positive
prediksi indonesia menang kunci menang indonesia ferdinand haye ragnar tolong jaga stamina,positive
wonderfull indonesia,positive
njir jam udah jt views geloo,positive
alhamdulillah nyala garuda,positive
menang kalah dukung terima kasih timnas juang nama nkri,positive
marselino tambah dewasa,positive
sharus nyh indonesia mnang arab saudi,positive
rugi indo tanding hilang hubner,negative
mancini makan tuh peringkat,positive
marten paes jay idzes hubner verdonk walsh ivar jenner tom marsellino struick ridho terimaksih terima kasih terimaskasih,positive
aku tanding malam timnas indonesia versus arab saudi man match calvin verdonk,positive
komentator mending ganti ai kayak orang mencret,negative
naturalisasi bagus,positive
komentator alay,positive
gelo king masrelino,positive
selebrasi nyindir marselino bench,positive
menang manis gol hasil main pribumi sirna nyiryiran senang naturalisasi indonesia good jobb,positive
prediksi next match bahrain versus australia win australia australia versus indonesia seri indonesia versus bahrain win indonesia indonesia cina win indonesia jepang versus indonesia kalah indonesia catat iya,positive
komentator jijik,positive
best indonesia,positive
usul tukang komentar pas kalah tolong hujat negatif tetep semangat karna main brusaha keras indonesia,negative
salfok hubner nyuru anu marselino tutup biar jebret,negative
marselino duduk akan meraga yahya sinwar,negative
hidup laga timnas indonesia baik tonton catat khusus lini patut nilai sempurna,positive
habis kena ultimatum raja langsung gacor gin,negative
ubah imbang lini arhan main bingung,negative
moga bahrain versus australia bahrain kalah amin indonesia peluang rebut posisi sisih grup,positive
rcti berani jam selesai tanding main masuk ruang ganti rcti nih boss laen maeenn,negative
main timnas kualitas serang menang garuda dunia,positive
salut juang,positive
arab saudi bukti ganti latih solusi solusi percaya sabar,positive
mimpi ana tunjuk kualitas ana sehat tatap,positive
komentator suara serak kena covid,negative
wasit timur busuk,negative
jepang ngalahin indonesia jepang versus arab saudi imbang arab saudi ngalahin argentina indonesia ngalahin arab saudi,positive
marcelino indonesia,positive
alhamdulillah menangg moga depan poni lh,positive
alhamdullilah gooll gooll,positive
alhamdullilah moga modal baik depan,positive
lebay komentatore,positive
info kos kosan murah america ges,negative
moga menang pd ngedukung timnas saat kalah suport timnas timnasindonesiaa,positive
lihat full moga upload,positive
allhamdulilah msh harap pildun,positive
selamat garuda ku moga momen kembali omong orang benci jepang kelas dunia sok sepak bola tolong diam bacot timnas indonesia,positive
caci maki marcelino kena mental bukti kerja keras main elegan tentu tagan laga,negative
lolos tuh jepang cina,negative
komentator muslim nikmat dusta alhamdulillah kristen damai sejahtera seruh komentator muslim kristen,positive
nonton full tetep nonton highlight ulang ulang optimis nonton sampek pagi,positive
indonesia jayaa,positive
knpa bilang nikmat tuhan dusta mksudnya kya smacam marselino main mensukuri nikmat tuhan,positive
nikmat tuhan dusta alhamdulillah alhamdulillah alhamdulillah,positive
gilaa biasaa haru indonesia,negative
camera stadion gbk sprt stadion tingkat asia eropa gbk condong miring gambar,positive
emang yah orang timur jago jago acting badut harap mnt brlas kasihan wasit kocak,negative
moga masuk piala dunia garuda aamiin,positive
nyangka timnas indonesia suka haru lihat timnas moga masuk piala dunia amiin,positive
host ganti jebret rendra ahay profesional,positive
kualitas audio rcti ampas banget,negative
maruf menang,positive
rcti joss jam apaloud timnas udah juta tonton beda siar belah nooh,negative
putran muas semangat tim garuda,positive
mantap ferdinan,positive
lolos indo,positive
butuh komentator naturalisasi baca naskah pidato komentator,negative
kemaren caci maki,negative
stasiun tv indonesia iklan nasionalisme keren,positive
tau towel ngomong timnas menang,negative
tambah td abnormal versus bahrain alhamdulillah indonesia tahan skor,positive
alhamdulillah yaa allah indonesia menang ayo maju negara jaga asa piala dunia,positive
terima kasih rcti timnas indonesia sukses menang,positive
skrg untung laga home lawan china bahrain lolos kebangeten,positive
man mach pin dong,positive
benci komentator lebai,negative
kartu merah dag dig dug der,negative
komentar lebay,positive
roberto mancini makan noh rank,positive
benci denger suara komentator indo sumpah geli denger lebay ganti kah komentator geli dengar suara lantang profesional gtu ngmong jngan kaya harus lebay,negative
sejarah coo,negative
suka main verdong tom haye keren megang bola oper gokil,positive
td arhan biarin bola ambil biar kena jebak offside ambil,negative
chanel tv bola baik,positive
trending media sosial timnas menang,positive
udah nnton highlight,positive
ayo indonesia masuk piala dunia garuda dada hayat,positive
marselino din main timnas main eropa,negative
udah rcti siar utama televisi bubar,negative
bravoo garuda,positive
sumpah verdonk paru nyala sekali,negative
good game garuda,positive
gg tetep wasit kocak,negative
jam juta mantap trending,positive
struick ganti kah,negative
rcti love,positive
lawan bahrain china wajib menang asa lolos piala dunia buka lebar,positive
auto trending,positive
berkat kritikn kaliwn padu main avo guys garudaq,negative
aduh salah jadwal tayang,negative
verdonk main emg joss,negative
nusantara full senyum,positive
tolong tayang ulang replay lihat sikon cepat bola main lewat sempet lihat bola udah,negative
wasit negara negara atap curang,negative
lihat full match siar ulang mana iya min,positive
wasit takut hajar massa tiup peluit menit tambah menit,negative
king indo cetak sejarah,positive
pungkiri jersey putih bawa untung manyala ponit garuda,positive
ole goal,positive
komentator indo histeris kali yak,negative
verdonk walsh mvp,negative
calvin verdonk kmu,positive
mvpnya rizkyrihdo,positive
spirit indonesian national team remains compact hopefully next match better,positive
surpboyo menyalaa,positive
alhamdulillah alhamdulillah maruf marselino ferdinan tambah gol maruf,positive
wasit parah banget,negative
moga kuota haji umroh tambah biar tunggu aamiin,negative
rugi beli tiket mhal banyuwangi nnton indonesiaa,positive
supporters netizen indonesia better arogan overproud road tantang low profile kalem attitude jaga keep sportif tayang komentar tanding tonton internasional tunjuk etika akhlak bravo timnas,positive
yng ngomong brisik,negative
wasit lbh memisak timnas negara timur tmbhan menit slsai mnit detik lbh menit tmbhan coba kemarin lwan jepang slsai sesuai tmbhan,negative
umpan kelas gol anak muda kelas dunia,positive
thankyou garuda benah cita cita mari raih see march,positive
ajar jepang,positive
lebay banget komentator bikin pusing,negative
menang kelas lebih juara piala dunia,positive
tksh rcti,negative
doa bakat cetak gol taruh pindahin posisi tengah,positive
sumpah salut calvin verdonk nafas beneran gol marcelino ferdinand sprint maut calvin verdonk,positive
lebay komentator,positive
tk kun fayakun king indo,positive
habis fikir sty kelas eliano klah arhan ap arhan pmain titip msak iy arhan msukan lihat msuk efek skali emg sty eliano mslah ap si ykin si mslah ap mgkin karna mlwan bahrain gol imbang bahrain posisi eli sya apresiasi menang timnas sty coba fikir msak iy kelas eli klah arhan si msuk akal,positive
bravoo pas menang nyanjung pas kalah jepang netizen nyir nyir aneh iya orang orang,positive
trending like,positive
mercy hubner,positive
indonesia baik asean kualifikasi piala dunia lanjut go final piala dunia,positive
iya allah moga team indoku lolos piala dunia amiien iya rabbal alamin,positive
jay idzes setia timnas indonesia gacorr babang idzes,positive
indo total football saudi football drama kasih paham arab bahlul kampret,positive
hidp erik tohitlr,positive
rcti pancen oke,positive
gol bangga banget final touchnya lemah,negative
goo trending,positive
suguh semangat main eropa,positive
alhmdllh poin tinggal cri kemengnn lawan bahrain end cina ttl poin moga wujud msk otomatis fase piala dunia amin,positive
struic ganti,negative
kiper arab jago marselino jago alhamdulillah,positive
sepi tiket mahal,negative
alhamdulillah menang fix trending nih,positive
komentator seru norak habis,negative
takut arab saudi main diving provokasi bahaya,negative
sungguh keren,positive
baya marcelino iring cetak gol jarak moga gol lawan arab bangkit marcelino,negative
menang mnjadi titik jalur smoga kmenangan mnjadi bangkit smngat punggawa timnas lbih trmotivasi pd laga laga slanjutnya impi bangsa indo masuk piala dunia aamiin,positive
darah merah jendral,negative
komentator berisik kualitas teriak hadehh,negative
putus marcelino ferdinand putus inggris eksekusi tenang,negative
hubner korban respect,positive
lebai lihat susun timnas kacau balau posisi,positive
moga latih tahan main bola timnas garuda posisi main lawan team babak saat temu club team arab saudi selanjutyah lawan bahrain australia rizky rido erhan pasang main bola main ambisi sikap tenang solid profesional baca strategi bola rugi kartu main garuda rizki ridho erhan pasang main seperty babak temu arab saudi babak ambisi team garuda sikap tenang solid profesional cetak gol banyakyah,positive
hatrick marselino,negative
thanks rcti thanks coach sty timnas indonesia tuah pakai jersey putih gulung bahrain gbk,positive
terima kasih marselino dkk gol gol marsel korban bencana gunung lewotobi laki laki motivasi korban sedih semangat lihat depan love flores,positive
proses gol marselino umpan oratmangoen sengaja yaa,negative
woi santai kawand,positive
timnas indonesia menang peluang sia sia latih selesai contoh timnas china peluang maksimal peluang gol timnas indonesia main atur serang striker murni,positive
indah tampil gambar rumput lapang,positive
sesuai prediksi,positive
trima kasih tum erick thohir trima ksh sty trima ksh marcelino trima ksh bang jay trima ksh punggawa timnas garuda trima ksh suporter gbk,positive
bravo indonesia,positive
marcelino kamibtersenyum bahagia tingkah selebrasi keren habis duduk kursi muantaapp,positive
persen main agama kristen,negative
meng hujat merayakanya,negative
alahamdulilah iya allah indonesia negara hamba menang,positive
udah kosong malu haji kemaana ayoo,negative
hormat rcti habis tanding iklan,negative
goal umur muda level senior matang marceng ambil putus langsung shoot gertak gokil marselino,positive
